,img_path,label,x1,y1,x2,y2
0,car_ims/000001.jpg,0,0.109375,0.009114583333333334,0.8330078125,0.93359375
1,car_ims/000002.jpg,0,0.10434782608695652,0.1095890410958904,0.9586956521739131,0.9223744292237442
2,car_ims/000003.jpg,0,0.02258064516129032,0.017167381974248927,0.8935483870967742,0.7725321888412017
3,car_ims/000004.jpg,0,0.132,0.26595744680851063,0.788,0.7978723404255319
4,car_ims/000005.jpg,0,0.058823529411764705,0.125,0.9764705882352941,0.90625
5,car_ims/000006.jpg,0,0.04,0.05405405405405406,1.0,0.990990990990991
6,car_ims/000007.jpg,0,0.1206896551724138,0.005681818181818182,0.8491379310344828,1.0
7,car_ims/000008.jpg,0,0.008849557522123894,0.15294117647058825,1.0,0.9764705882352941
8,car_ims/000009.jpg,0,0.05,0.40217391304347827,0.9033333333333333,0.9855072463768116
9,car_ims/000010.jpg,0,0.0945945945945946,0.16216216216216217,1.0,0.963963963963964
10,car_ims/000011.jpg,0,0.052083333333333336,0.1111111111111111,0.9479166666666666,0.8194444444444444
11,car_ims/000012.jpg,0,0.18125,0.18,0.98125,0.86
12,car_ims/000013.jpg,0,0.0033333333333333335,0.00558659217877095,1.0,1.0
13,car_ims/000014.jpg,0,0.05625,0.008333333333333333,0.95,0.8583333333333333
14,car_ims/000015.jpg,0,0.0425531914893617,0.2112676056338028,1.0,0.8873239436619719
15,car_ims/000016.jpg,0,0.0967741935483871,0.17204301075268819,0.9435483870967742,0.7634408602150538
16,car_ims/000017.jpg,0,0.00625,0.054945054945054944,1.0,0.978021978021978
17,car_ims/000018.jpg,0,0.06571428571428571,0.16,0.9442857142857143,0.8152380952380952
18,car_ims/000019.jpg,0,0.19111111111111112,0.2977941176470588,0.8244444444444444,0.9264705882352942
19,car_ims/000020.jpg,0,0.037142857142857144,0.07289293849658314,0.9671428571428572,0.9521640091116174
20,car_ims/000021.jpg,0,0.078125,0.26458333333333334,0.9171875,0.825
21,car_ims/000022.jpg,0,0.046153846153846156,0.09183673469387756,0.9538461538461539,0.9081632653061225
22,car_ims/000023.jpg,0,0.065,0.04690431519699812,0.93875,0.9512195121951219
23,car_ims/000024.jpg,0,0.021897810218978103,0.22330097087378642,0.9635036496350365,0.9514563106796117
24,car_ims/000025.jpg,0,0.09375,0.18095238095238095,0.9265625,0.9357142857142857
25,car_ims/000026.jpg,0,0.042,0.05389221556886228,0.984,0.9461077844311377
26,car_ims/000027.jpg,0,0.022,0.08266666666666667,0.98,0.7093333333333334
27,car_ims/000028.jpg,0,0.058394160583941604,0.03260869565217391,0.9854014598540146,0.9347826086956522
28,car_ims/000029.jpg,0,0.08333333333333333,0.2765957446808511,0.9194444444444444,0.8468085106382979
29,car_ims/000030.jpg,0,0.053763440860215055,0.22580645161290322,1.0,0.9354838709677419
30,car_ims/000031.jpg,0,0.05197505197505198,0.403125,0.7671517671517671,0.888125
31,car_ims/000032.jpg,0,0.05,0.16271186440677965,0.9625,0.9593220338983051
32,car_ims/000033.jpg,0,0.0796875,0.15208333333333332,0.890625,0.8875
33,car_ims/000034.jpg,0,0.049375,0.3908333333333333,0.960625,0.9983333333333333
34,car_ims/000035.jpg,0,0.05309734513274336,0.09,0.967551622418879,0.95
35,car_ims/000036.jpg,0,0.00634765625,0.15299479166666666,0.98681640625,0.8157552083333334
36,car_ims/000037.jpg,0,0.04838709677419355,0.21505376344086022,0.9919354838709677,0.946236559139785
37,car_ims/000038.jpg,0,0.08666666666666667,0.1366120218579235,0.9433333333333334,0.8579234972677595
38,car_ims/000039.jpg,0,0.119140625,0.2552083333333333,0.89453125,0.9791666666666666
39,car_ims/000040.jpg,0,0.1083984375,0.28667563930013457,0.8857421875,0.9192462987886945
40,car_ims/000041.jpg,0,0.173828125,0.2786458333333333,0.8798828125,0.8567708333333334
41,car_ims/000042.jpg,0,0.018367346938775512,0.03804347826086957,1.0,1.0
